place,title,time,pay,date
서울 서대문, (주)초록마을 본사직영,09:00~18:00,"월급1,950,000",7시간전
경기 남양주, (주)초록마을 본사직영,09:00~18:00,"월급2,360,000",7시간전
서울 서초구, (주)초록마을 본사직영,09:00~18:00,"월급2,360,000",7시간전
서울 송파구, (주)초록마을 본사직영,11:00~20:00,"월급2,400,000",7시간전
경기 안산시, (주)초록마을 본사직영,11:00~20:00,"월급2,400,000",7시간전
서울 강남구, (주)초록마을 본사직영,11:00~20:00,"월급2,400,000",7시간전
서울 강동구, (주)초록마을 본사직영,11:00~20:00,"월급2,400,000",7시간전
서울 강동구, (주)초록마을 본사직영,11:00~20:00,"월급2,400,000",7시간전
